LNR,RESPONSE
1754,0.04502124463074388
1770,0.0337083584829388
1465,0.0034371666995034293
1470,0.005826447537559661
1478,0.002138481089999952
1782,0.0034375391787697324
1485,0.003567743420937781
1519,0.0172527869991535
1835,0.01667903922262557
1522,0.008162072499982187
1539,0.004000694414210227
1853,0.031897393177320134
1856,0.00979323159350567
2502,0.002676261196269405
2182,0.03996674322927335
2191,0.021522263341691026
2522,0.02490586229109986
2530,0.030257643492775172
2215,0.0031240459186658593
2550,0.0406191445019292
2570,0.00368791609091599
2574,0.0024262123465795776
2579,0.011447617134479638
2247,0.036964746688195674
2674,0.002502481109533148
11434,0.004013340743033759
11122,0.03455055838081009
11127,0.023274371035263412
11443,0.0283455335401006
11170,0.01163774759050391
11191,0.003186747232193118
11198,0.034917201834564815
10936,0.01163774759050391
11244,0.005938539013560115
11247,0.027754960887289425
11252,0.0036783478044979424
11259,0.01163774759050391
10945,0.0037831962107675293
10951,0.0031496556161496494
11271,0.02001161603351582
10963,0.033684462707793815
11282,0.00694041111538424
11291,0.003946121618957744
10980,0.0031399064303893978
10994,0.0022791559523209913
10998,0.01163774759050391
11303,0.0175063239691257
11630,0.0036831513637453884
11636,0.0035164140193275043
11949,0.004729189744067529
11950,0.051617343964726795
11956,0.03354128970184964
11648,0.01163774759050391
11653,0.025569896976454832
11967,0.0018427831230961966
11972,0.006934653121394344
11975,0.0038981528264142563
12110,0.002923153117246471
12113,0.03422524122829386
11712,0.0024879241135881626
11716,0.01163774759050391
12000,0.005449826369727952
11722,0.025319097106887997
12023,0.01163774759050391
12046,0.0033351491419811767
11762,0.01163774759050391
12071,0.0027205293458385446
12077,0.0030976730036388913
11785,0.027735468557503522
11788,0.0060038928569914034
11790,0.0037934279225292143
11800,0.0231398944095252
11806,0.00460562588643322
11816,0.0031779462730505362
11505,0.007466053512392471
11837,0.0029914725222351213
11531,0.030263025167986776
11848,0.0034229191659116403
11854,0.003529546863296577
11877,0.007728721818946171
11563,0.0023960411092017295
11567,0.0032064078139046256
11894,0.0029652433189567384
11906,0.004286379726337121
11917,0.01163774759050391
11610,0.01163774759050391
11923,0.007924764459517081
12596,0.002495405805596867
12603,0.0030683371691008474
12608,0.005219340356117819
12633,0.004546422644257746
12637,0.01987531153192731
21484,0.01163774759050391
21184,0.00229420698762308
21247,0.0015457008769260362
20991,0.020849562283702158
21018,0.004000250389793133
21019,0.030964405701157445
21047,0.0038110022258807646
21054,0.002858040279480115
21374,0.012645645961979639
21392,0.0041432498900183965
21713,0.003028791164000423
22019,0.0022640718773449717
22025,0.025124327737274563
21722,0.02650796733433603
21728,0.0023149039671789074
22039,0.01163774759050391
22044,0.0026767483660785135
61900,0.003859350030026305
62548,0.03616911937904201
63176,0.003118869380424535
64473,0.04002030003128564
64779,0.04219083037226105
64780,0.003217459209150804
64784,0.0039001826996314065
65105,0.01163774759050391
65431,0.03367162529894441
65433,0.03532189321857116
66055,0.004188491101133993
66071,0.01163774759050391
61280,0.03443746415838519
61281,0.0255126967117062
61284,0.0030704722114030416
61597,0.0038819823794369692
61606,0.0009739092855552534
62235,0.030733203086151375
62240,0.0032560411597540584
62241,0.0019343361983749892
62555,0.037670225174935665
62557,0.012233703426378268
62565,0.0033761997684110825
62566,0.03786733162548398
63515,0.004457468866738713
63524,0.02460499503097589
64797,0.004678694643131082
65116,0.01163774759050391
75249,0.003018529259502563
75253,0.036049270484039234
75575,0.01163774759050391
76212,0.0053670961307180284
71422,0.004158854463685285
72059,0.017959482340136886
72060,0.006885418458737623
72383,0.005164964506587284
72386,0.004690005308964206
72700,0.004228592336738728
72715,0.002221591059192417
73028,0.009153219475763733
73346,0.0036481392292580603
73658,0.003496808671718782
73662,0.029100379963188667
73666,0.012266364238627127
73668,0.013408781291863058
73985,0.06358313633735756
74299,0.003034054432400412
74310,0.0235116496982555
74312,0.028820257926680953
74619,0.004190758459937423
74620,0.0028070875260614017
74627,0.0031179061498574265
74938,0.002847728335408092
74952,0.004618627174457242
75911,0.0020401847989218467
75913,0.002546922975374682
76221,0.0033003909136093
76227,0.006110978612548163
71448,0.0022606196293657233
15887,0.003988052747190448
15498,0.005147830030343117
15504,0.03638393903560703
15507,0.003204724236077931
15521,0.0030484112162021387
24403,0.00386177692475035
24100,0.023873851024817372
24436,0.005308455956923959
24440,0.0029496770641734035
24442,0.01163774759050391
24148,0.0032528508613562895
24149,0.0034965472061152603
24155,0.003252230204923771
24458,0.002831440169486122
24169,0.025287117376344145
24477,0.050842086080876925
24479,0.005817578600760813
24486,0.006538707848952544
24190,0.02967359421001333
24515,0.02576810540981177
24214,0.023986890257806058
25183,0.01163774759050391
25207,0.0029952886311582273
24889,0.02225565533144648
24890,0.0034754392915187404
25226,0.010841458041290405
25232,0.011268107635207986
25244,0.001709653781842177
25339,0.0039053178836128905
25355,0.03280215097918106
24958,0.005828071066417456
25277,0.004481834351700613
25286,0.03723287521558782
24988,0.01163774759050391
25298,0.004585047631626383
25309,0.023264019776705273
25315,0.0025727069585683104
25014,0.01163774759050391
25322,0.002002362037018031
25333,0.03072499198113707
25025,0.01163774759050391
24726,0.006382928348636048
24735,0.01163774759050391
25055,0.003902933786170413
25056,0.0067261836063386565
24746,0.01917269026805182
25061,0.0027828088886372323
25067,0.0038801956241991628
25074,0.0027496476716207152
24773,0.0057402040426211805
25080,0.01163774759050391
25086,0.02403486423006336
25088,0.0029935914849514244
24777,0.004450212571211727
24796,0.0036141662272897363
25104,0.003535634910051202
24806,0.003898247953471101
25118,0.004166256862137707
24822,0.01163774759050391
82811,0.025503546738458734
83449,0.034598497862922635
83459,0.01163774759050391
83770,0.01163774759050391
84091,0.0037039825447210645
84096,0.002637773534701336
84737,0.0248104584128085
85048,0.01163774759050391
85049,0.02473826450436941
85051,0.007385297234789058
85369,0.006263216061698889
85374,0.003139911257981463
85380,0.017397597424872464
82190,0.003504429176258624
82505,0.012095350801514169
82515,0.003860846495365073
82517,0.002996620050299892
82821,0.01163774759050391
83140,0.01163774759050391
788,0.003610589356874357
1102,0.0019921916242638857
1109,0.006140322030497001
821,0.003103298064185589
829,0.003921433639574149
837,0.02739372085552277
845,0.012266364238627127
1163,0.03135102548580958
861,0.01163774759050391
899,0.005933414894626823
1207,0.02267997761799483
906,0.0051409617101120676
1221,0.04640006835825048
1545,0.004493997753634868
1546,0.038480172330105575
1555,0.005394351079861802
1556,0.021758021378977505
1879,0.0032478231080839554
1885,0.0237318783179529
1593,0.0034833596766181726
1902,0.032123588618935835
1611,0.00298748252063477
1921,0.0026762244436733078
1927,0.025154256632278636
1651,0.00461624868345485
1978,0.026881924840596223
1718,0.006907837697421501
1722,0.002842336205749104
1734,0.015021563035186336
41705,0.0033192457211683925
41711,0.01163774759050391
41712,0.004866326944597737
42029,0.005479306062176845
42347,0.004176624340220371
42352,0.005641554753651502
42353,0.0033912906163654495
42671,0.013464428539773103
42987,0.002156683951487624
43310,0.0070245279239797434
43627,0.013432928339337367
43629,0.008831804598863624
43945,0.012233703426378268
43953,0.0039622248088767515
43954,0.035522157658477126
43961,0.004376195086951997
44280,0.0027330899687311922
44917,0.003721222957461214
44924,0.027092172527234483
44927,0.004028666999121599
45244,0.0026214638242909928
45570,0.024436217071121053
45584,0.025986131994263865
41721,0.003292749981950696
41739,0.01163774759050391
42054,0.013248105213610152
42369,0.0023499858458785132
42689,0.003097667501453666
43019,0.001986278119156937
43331,0.028431731494307534
51328,0.007887865632472518
51644,0.0253071489730774
51653,0.0292779154371288
51969,0.004359292900001425
52308,0.02865542676717262
52310,0.004097747619430588
52626,0.03433801797233021
52638,0.004745083249130103
52940,0.0032359803996666377
52954,0.042265190499021554
55194,0.013269119964488383
55196,0.005232284601831276
55526,0.01163774759050391
55847,0.003964847642806749
55848,0.01163774759050391
51024,0.01163774759050391
51031,0.0038405404506989863
51342,0.027032698714097195
51348,0.0052058204104728795
51666,0.012608124285148889
51674,0.002862091865970302
51680,0.033130913763862825
52331,0.0025073789056269257
53302,0.01163774759050391
82163,0.028122554173156337
82481,0.010333110689820995
82498,0.003670709583329701
55852,0.01163774759050391
55858,0.003604137400073284
55859,0.003026775261876366
51037,0.01163774759050391
51039,0.0031800063763965983
51683,0.02247075178195041
51685,0.0033996132547224438
51695,0.0057832395590222884
51702,0.0023594361575838304
52343,0.019247354404914492
52353,0.01163774759050391
53314,0.01163774759050391
53322,0.012233703426378268
53950,0.030377617164616687
54597,0.001887160331639467
54925,0.003222872171994473
55245,0.036356816620803506
55558,0.012266364238627127
55882,0.023522185203966966
51384,0.002908968102932464
51703,0.025590791607727474
51706,0.009360080852506756
51711,0.03013396403691047
52041,0.0038660133417489024
52047,0.004654055797119685
52369,0.02014794932379409
52689,0.002938850355063621
53331,0.007825774804197645
53341,0.003479397485924097
63455,0.021531762601234135
63780,0.004385214534363592
63783,0.01163774759050391
64096,0.007824638184033976
64104,0.0032949698123604146
64109,0.004466886603601607
64422,0.008517239238890813
65391,0.01163774759050391
65705,0.0026276355349624343
65709,0.00378771800089828
61568,0.010728246307683754
62203,0.009531445328426657
62850,0.003121731269919047
62851,0.02973832708493486
63164,0.005049701582842386
63491,0.01772587043938489
63796,0.003281068631841404
63799,0.02730054554720641
63802,0.0035225858608308423
63812,0.011150490843831596
64127,0.0041533831092517084
64449,0.024052235925173644
64771,0.0031203963522491475
65082,0.01163774759050391
65399,0.003960719759332722
66039,0.01163774759050391
66048,0.0024536954439171436
71758,0.03414150944351776
72077,0.01163774759050391
72087,0.01163774759050391
72405,0.025692477688680746
72723,0.0031482837381814183
72735,0.006422260800531143
73046,0.002488247644172313
73682,0.002534327504067654
73694,0.0034026139783056796
73696,0.02232305438865042
74317,0.025669312027033604
74974,0.004206154582524595
75286,0.003308308972557713
75605,0.004549725403368796
75612,0.01163774759050391
75929,0.012233703426378268
76239,0.002533594438389533
71471,0.0018447265297221733
71776,0.0018346714028949075
71779,0.01163774759050391
72112,0.0040204802520878375
72417,0.006404368710028542
72420,0.004694661854247554
72425,0.02326577892405377
73073,0.0018950744475135911
73393,0.0032777594510282676
73714,0.00431648122707254
74337,0.029957681290035756
74347,0.0018491381028405017
74354,0.033678546101765884
74666,0.003847931106980427
74667,0.01163774759050391
74990,0.039655180668651376
75949,0.00529262011511334
75952,0.001687744156761123
71486,0.031157226036135587
71805,0.021142999880728416
71813,0.028075095075437696
72130,0.0018289624724961294
72437,0.006922349222793861
82469,0.01163774759050391
82788,0.004566361689846706
82793,0.01163774759050391
83111,0.010578447122083862
83113,0.004166766626060174
83420,0.036631117820618224
83425,0.004209437153795311
83428,0.01163774759050391
83433,0.002336480895111339
83759,0.039914013231910454
84381,0.023736451945408726
84709,0.026051623547700135
85024,0.03201336347297327
85026,0.004587077939403392
85671,0.025116532655233614
35158,0.003015973220458918
34851,0.00468046769445989
34853,0.024900705706922394
34859,0.004838292548835259
35162,0.008978370080903072
35165,0.01163774759050391
34865,0.002803300537002939
34877,0.020409270445893843
34898,0.0020243341973723785
35203,0.004141474758495641
34902,0.0036788953808208494
34907,0.003805182557178216
34930,0.029904156051256826
34939,0.002412275123605327
35249,0.022178934787610797
35561,0.00376004599885845
35568,0.01163774759050391
35572,0.0026393342532859045
35574,0.011606740884642827
35575,0.0026744858153143623
35889,0.01163774759050391
35583,0.004699634009513359
35587,0.0046331917299974245
35597,0.005607461681190924
35900,0.003178703533858104
35602,0.009112217474197711
35606,0.029708751134444177
35922,0.0024589521746757378
35936,0.0034939988711395953
41020,0.02563064925118509
41028,0.02835009362793278
41344,0.004417999320089677
41666,0.01163774759050391
42319,0.02999937074633532
42634,0.01163774759050391
42944,0.016884538088021664
42952,0.003236008821376355
42954,0.001969130330619386
43274,0.0019833291899138076
43582,0.01163774759050391
43590,0.0030320502209377383
43594,0.038298514440267335
43909,0.012678147267151777
43917,0.03579419741805057
44561,0.004511705336743136
45202,0.034650190860664634
45210,0.0030278777595349154
41684,0.03941766437460394
41691,0.003464253778134631
42333,0.00762104888221447
42660,0.004747487005015509
42963,0.00974445293918647
42979,0.0043662069050052835
43287,0.003065022461963328
44582,0.01163774759050391
45233,0.004332281657049605
45544,0.007266423210236685
45550,0.003309059235502303
40729,0.004483696903337092
41379,0.012266364238627127
41395,0.01719193116996641
4332,0.0024903278835988227
4346,0.00770430233593991
4044,0.033710864959691327
5031,0.02056212682589958
5033,0.0017265845785554988
5057,0.026453965938693466
4737,0.014075280562736898
5067,0.025653408279488598
4757,0.0037188175217403746
4758,0.01163774759050391
4762,0.006960286987044008
4780,0.01163774759050391
5183,0.004983687938297141
5191,0.017167478600499594
5198,0.01163774759050391
4802,0.011023393993619244
5126,0.01163774759050391
5132,0.02302616414106346
4830,0.029719087462028813
5154,0.02186925113936
4854,0.01163774759050391
4861,0.0032688402916790826
5180,0.0036346387187085574
4574,0.0033719705278384294
4896,0.006514616227723883
4592,0.0037571982918402206
4599,0.004696675879919853
4914,0.018114134670768292
4604,0.004530907129775988
4932,0.005650443106957293
4623,0.005859862406639167
4633,0.031808191071825406
4636,0.0029019225040234618
4944,0.0025591201484645477
4949,0.011427560163289212
4644,0.01163774759050391
4977,0.038130874300946416
4674,0.01163774759050391
4986,0.009503883533719436
4683,0.0032146186798109374
