LNR,RESPONSE
1754,0.030170735738380267
1770,0.030747672776736967
1465,0.0038789433310711064
1470,0.0033355987268421637
1478,0.0037548878058163765
1782,0.005183437989174485
1485,0.003127756279357413
1519,0.01967038230141678
1835,0.022312695486185953
1522,0.005406627503097014
1539,0.004300673577806811
1853,0.034539621505744834
1856,0.017747350046941664
2502,0.003923872627825961
2182,0.059952741201823645
2191,0.028684967390748415
2522,0.022116650203741244
2530,0.02739823999162316
2215,0.0033251055561631417
2550,0.03167779894633105
2570,0.004483310597046013
2574,0.00196340122954454
2579,0.008517083581667776
2247,0.03496701454338607
2674,0.0056292112860771
11434,0.002738775042494045
11122,0.024936558695061947
11127,0.030428200016392595
11443,0.024958733998983507
11170,0.011572746000775212
11191,0.005728499536350936
11198,0.029425455943729313
10936,0.011572746000775212
11244,0.004911167161606642
11247,0.02544664204078666
11252,0.006000553520451822
11259,0.011572746000775212
10945,0.0024274990326638274
10951,0.0033373998421354187
11271,0.02301056311925787
10963,0.03425351751049426
11282,0.008509871109767001
11291,0.004480801001764181
10980,0.002635734337906454
10994,0.0016913978873672824
10998,0.011572746000775212
11303,0.014290908432121498
11630,0.0027547949746913824
11636,0.0036519661155349557
11949,0.0037231001454090767
11950,0.041799950915439414
11956,0.04322733167948232
11648,0.011572746000775212
11653,0.019968929611639517
11967,0.002219716424102439
11972,0.0034967632195447578
11975,0.0026820262159310726
12110,0.0026776781846431443
12113,0.028356994194835543
11712,0.002393677011390736
11716,0.011572746000775212
12000,0.0035972509247692522
11722,0.025604643239661704
12023,0.011572746000775212
12046,0.003114120820231579
11762,0.011572746000775212
12071,0.0025758568521924525
12077,0.0024289208437156306
11785,0.03660983952875014
11788,0.0020377244183559956
11790,0.0023830451414006654
11800,0.023881627371781275
11806,0.0045085367726919465
11816,0.0017298489347601462
11505,0.005039211312687189
11837,0.004463495972337127
11531,0.02976209178673421
11848,0.004959671039344225
11854,0.0028669871620629096
11877,0.010298546228155606
11563,0.002700594763909963
11567,0.004239295688448343
11894,0.004393891682525717
11906,0.0038857231755772426
11917,0.011572746000775212
11610,0.011572746000775212
11923,0.00736657641946724
12596,0.0018772767908703343
12603,0.004541783632192056
12608,0.005522137536379778
12633,0.002566227086148762
12637,0.005631147622958721
21484,0.011572746000775212
21184,0.0019269976246089387
21247,0.002818503599815146
20991,0.021944219298539444
21018,0.003447270067556679
21019,0.034085927718898255
21047,0.002109053647135211
21054,0.0019536104208400257
21374,0.010184978832305916
21392,0.004447624682423339
21713,0.0025628062028239464
22019,0.0036954583876582206
22025,0.03574736652701963
21722,0.03243555753439458
21728,0.004112978551859058
22039,0.011572746000775212
22044,0.0031915252865700725
61900,0.003865491462291623
62548,0.02258006852961437
63176,0.0031430066646851965
64473,0.04157204009176666
64779,0.04665434810276282
64780,0.0031764686240571896
64784,0.003644583130036376
65105,0.011572746000775212
65431,0.03211039148408462
65433,0.03206095269439899
66055,0.004627398213781594
66071,0.011572746000775212
61280,0.020778398666427625
61281,0.02421200565532477
61284,0.0020112100858096847
61597,0.0018488303008199441
61606,0.004503961037024818
62235,0.03122861574111703
62240,0.001942764469196221
62241,0.0023372653627394407
62555,0.032636876273024654
62557,0.009814815534245977
62565,0.0035143842119187353
62566,0.030043238050802307
63515,0.0031529739280463185
63524,0.04074290279983103
64797,0.004594310203244429
65116,0.011572746000775212
75249,0.0034944768597477242
75253,0.04197488546777036
75575,0.011572746000775212
