LNR,RESPONSE
1754,0.040164606706832716
1770,0.03711737576087418
1465,0.01974404715070627
1470,0.002241682068271241
1478,0.0030228645377342227
1782,0.005424100801519201
1485,0.002618191623507798
1519,0.025154092631859148
1835,0.012266457459511099
1522,0.002030040287596938
1539,0.00331078391820442
1853,0.025285705627745982
1856,0.006800740165714707
2502,0.004062085233844162
2182,0.055591409236190006
2191,0.018322243608980788
2522,0.02697880257250037
2530,0.04255905037142444
2215,0.004211643142258046
2550,0.03153249674153622
2570,0.004980512946183805
2574,0.0009993648048452406
2579,0.005386950706856307
2247,0.03617253137547895
2674,0.0020247735824779015
11434,0.004943961026430918
11122,0.018663588765733114
11127,0.026908949766356268
11443,0.028242683723048112
11170,0.011686471620920139
11191,0.0006262927981133918
11198,0.03145955642275487
10936,0.011686471620920139
11244,0.006067630674600943
11247,0.03896856267569318
11252,0.007452558814889408
11259,0.011686471620920139
10945,0.001067900125661497
10951,0.005594519343413593
11271,0.01202398346639087
10963,0.04411063848060453
11282,0.0038569416809078575
11291,0.003494363361802933
10980,0.0020535773002357564
10994,0.0015057145411727462
10998,0.011686471620920139
11303,0.004959666559816537
11630,0.0007409736261423154
11636,0.0022965394514649403
11949,0.005256297406743429
11950,0.015876035857928104
11956,0.03188629585266784
11648,0.011686471620920139
11653,0.024560086926314267
11967,0.002560706253859662
11972,0.0018446047605189329
11975,0.004919521101627615
12110,0.002198324701212488
12113,0.032725495170871116
11712,0.0025646996279406645
11716,0.011686471620920139
12000,0.0013772879217961473
11722,0.02908026361444031
12023,0.011686471620920139
12046,0.005213899625503478
11762,0.011686471620920139
12071,0.003172932310886511
12077,0.0022637410592303607
11785,0.03921924882668061
11788,0.009839763125090916
11790,0.002448143562882594
11800,0.00535999522561455
11806,0.0037249321747353276
11816,0.0019281532165932127
11505,0.00170845023761055
11837,0.00385167543704926
11531,0.02358540275777716
11848,0.00364144619866751
11854,0.0022940752901042505
11877,0.005475924507778228
11563,0.0017838980976628916
11567,0.004109491746248861
11894,0.0029137479544359486
11906,0.007327619322996716
11917,0.011686471620920139
11610,0.011686471620920139
11923,0.0011613515914881056
12596,0.0010451231764767492
12603,0.0011844838006301026
12608,0.003844768924842785
12633,0.003415781753769889
12637,0.003931894355731937
21484,0.011686471620920139
21184,0.0014699374117429509
21247,0.003166030441997008
20991,0.04251259023875473
21018,0.006167859241495332
21019,0.03362264725661095
21047,0.0030520474844768315
21054,0.0022709244396979284
21374,0.011378936168062861
21392,0.0033251214095881966
21713,0.0017214833464203772
22019,0.0038459246530330813
22025,0.01885605661950188
21722,0.0260873670652618
21728,0.0028321264152666565
22039,0.011686471620920139
22044,0.003719608001394811
61900,0.007358166464403327
62548,0.014544981839960693
63176,0.002157792895169009
64473,0.03709028047296881
64779,0.04772782721459213
64780,0.002874494099645039
64784,0.0044637625202613666
65105,0.011686471620920139
65431,0.023525206998657296
65433,0.03693151598989782
66055,0.0018132162134967965
66071,0.011686471620920139
61280,0.006170739882702171
61281,0.03482057783451766
61284,0.005013354524429079
61597,0.007123177802717361
61606,0.0007470960070447668
62235,0.030801834513932872
62240,0.002223451501313302
62241,0.0011107325042251355
62555,0.00759237387265353
62557,0.008234811323890907
62565,0.0038415839739908116
62566,0.04553738572069386
63515,0.0037558704456790103
63524,0.03926954401438164
64797,0.004671354030775674
65116,0.011686471620920139
75249,0.005468041041246071
75253,0.02424203190123018
75575,0.011686471620920139
76212,0.005761121193422418
71422,0.0030651831496079076
72059,0.01050142138986633
72060,0.0036167941054426416
72383,0.007400807279162326
72386,0.0017254887458013326
72700,0.0032907828620593695
72715,0.001918503266849567
73028,0.004104878679759974
73346,0.0044241232319664455
73658,0.0032103384185594697
73662,0.017953139053165836
73666,0.012798060587519016
73668,0.014088931129785981
73985,0.05792978582915995
74299,0.0017324027657651896
74310,0.018191738004459217
74312,0.018895626279236098
74619,0.003686340929363079
74620,0.0032316135751845744
74627,0.002811781199806747
74938,0.0032969543822145534
74952,0.0021234968934694147
75911,0.00837109917291143
75913,0.0035863171868837124
76221,0.0025255844153233265
76227,0.002152594534146997
71448,0.0017274223844840045
15887,0.002432880327559264
15498,0.002418827876485461
15504,0.025383509286885705
15507,0.007528978090288935
15521,0.0036265753349001683
24403,0.00540300243308636
24100,0.036841555776254184
24436,0.0039895345159655995
24440,0.0026767462945104592
24442,0.011686471620920139
24148,0.0065540821750749954
24149,0.007135702288459977
24155,0.001077270366585928
24458,0.001718139866370896
24169,0.018679735614392734
24477,0.060230325748094525
24479,0.0034825742087707767
24486,0.004673834723570334
24190,0.017577396765693528
24515,0.013564906039346975
24214,0.016303173793726783
25183,0.011686471620920139
25207,0.002004039440615973
24889,0.02804023101759889
24890,0.003432272114696653
25226,0.01013267295637471
25232,0.008896654532443713
25244,0.0031474238812835885
25339,0.0005454854616139095
25355,0.038430295064950014
24958,0.0010432040003298245
25277,0.007933993026570949
25286,0.06473518628385747
24988,0.011686471620920139
25298,0.005228279211770626
25309,0.027063461012955075
25315,0.002366376046149734
25014,0.011686471620920139
25322,0.002518859072716655
25333,0.026616616236681562
25025,0.011849452534653868
24726,0.004326904904691919
24735,0.011686471620920139
25055,0.005467323692938237
25056,0.0029485695074960893
24746,0.011918631393161207
25061,0.0038436889386164685
25067,0.002767887842711299
25074,0.005432251179787172
24773,0.0034573529132608484
25080,0.011686471620920139
25086,0.016978189610587186
25088,0.0012497801449071078
24777,0.002038182062348378
24796,0.0038861554551352416
25104,0.006359915720324476
24806,0.003110255054918913
25118,0.012009658109993332
24822,0.011686471620920139
82811,0.02214413256985696
83449,0.0470787069358267
83459,0.011686471620920139
83770,0.011686471620920139
84091,0.0031248024596032035
84096,0.0037281483103086526
84737,0.007721908755316989
85048,0.011686471620920139
85049,0.037476841485924325
85051,0.01253611146621615
85369,0.004012199008163442
85374,0.008435036916287305
85380,0.008554014216767035
82190,0.00211785031668325
82505,0.011107785206990267
82515,0.003086823278035302
82517,0.0027718040737533447
82821,0.012798060587519016
83140,0.011686471620920139
788,0.002050073050430088
1102,0.0006678951596910019
1109,0.0037364572821613445
821,0.002778738691908616
829,0.00404093413558564
837,0.02765865245705001
845,0.010087261659134336
1163,0.037674159537075605
861,0.011686471620920139
899,0.00198966352823685
1207,0.019846302627654435
906,0.0033659380560882197
1221,0.04269924392118096
1545,0.0022751797787977537
1546,0.04128178473405725
1555,0.007075835332723907
1556,0.023194955931604744
1879,0.002846680017087451
1885,0.010495962566057027
1593,0.00387532480139285
1902,0.03650004781661411
1611,0.001686129336830141
1921,0.0007087328642863348
1927,0.02272721459285003
1651,0.0037359565635932714
1978,0.025930743253971253
1718,0.0037580951801108793
1722,0.003460983785257961
1734,0.017242001867313072
41705,0.003165662426494011
41711,0.011686471620920139
41712,0.006219929362889917
42029,0.0021379490996413504
42347,0.006001694603063409
42352,0.0034335371956440105
42353,0.0037897733313831798
42671,0.03160903225016205
42987,0.0035024884870610926
43310,0.0034501376148305236
43627,0.011072195645740369
43629,0.004640436715588254
43945,0.009797917130055261
43953,0.0035676820265989786
43954,0.04896725573336277
43961,0.0032050576880534583
44280,0.0028065495380448437
44917,0.001997150276853049
44924,0.03086857031889055
44927,0.00400245756123466
45244,0.004010124098674636
45570,0.027471371265682984
45584,0.04427229433061637
41721,0.004100550053589334
41739,0.011686471620920139
42054,0.0033508659375153615
42369,0.0021724032700761943
42689,0.001262963855978013
43019,0.0026614767881052645
43331,0.03699180590704333
51328,0.0030808843053049817
51644,0.02529611285028003
51653,0.017803761629280608
51969,0.006869558155778932
52308,0.04080166435346195
52310,0.007533355546877449
52626,0.027988875343117572
52638,0.006620962472932964
52940,0.0024149531020182585
52954,0.05139010473547858
55194,0.011107785206990267
55196,0.025938115979887807
55526,0.011686471620920139
55847,0.0029700911405313897
55848,0.011686471620920139
51024,0.011686471620920139
51031,0.003400520170063058
51342,0.029614065924807458
51348,0.006475729047711243
51666,0.004061626165362666
51674,0.0008885665741615671
51680,0.0526541945765214
52331,0.005550981491945559
53302,0.011686471620920139
82163,0.02515842787251018
82481,0.007223207258300983
82498,0.007584551938764675
55852,0.011686471620920139
55858,0.003239251338686113
55859,0.004245876641483812
51037,0.011686471620920139
51039,0.00250774600276436
51683,0.0368059425032951
51685,0.006300442342179731
51695,0.010446871190060153
51702,0.002970439311546145
52343,0.009945358428788704
52353,0.011686471620920139
53314,0.011686471620920139
53322,0.011879269555072867
53950,0.01858142954576935
54597,0.0024337909765745572
54925,0.008168904761707505
55245,0.03311016738866134
55558,0.0130459065849862
55882,0.01689970379449735
51384,0.0011881305744022188
51703,0.02694779619885075
51706,0.005664660027074761
51711,0.02719078146944896
52041,0.0027268986076023427
52047,0.006192840344281718
52369,0.008215521516242528
52689,0.00450260153586197
53331,0.0026647914649452317
53341,0.001694321368954618
63455,0.019021508383283408
63780,0.004801330131661034
63783,0.011686471620920139
64096,0.002876848074068677
64104,0.002820334647084455
64109,0.007721231255465963
64422,0.005701273795512882
65391,0.011686471620920139
65705,0.0004261695482144705
65709,0.0038010209461929005
61568,0.009797917130055261
62203,0.00770709989594404
62850,0.002316903656871803
62851,0.02702610282376635
63164,0.0006311702978488944
63491,0.008351600539783134
63796,0.004330166063798906
63799,0.03511603801636852
63802,0.005374585886800925
63812,0.012431935614650282
64127,0.00251325592784732
64449,0.026480023796743166
64771,0.004544722520152181
65082,0.011686471620920139
65399,0.003794073411837517
66039,0.011686471620920139
66048,0.002389791000246068
71758,0.03067729566361184
72077,0.011686471620920139
72087,0.011686471620920139
72405,0.015306005604636085
72723,0.0037781150747291494
72735,0.0030374966033169188
73046,0.0038700330595084786
73682,0.001753297670190615
73694,0.0032338516438627095
73696,0.030640633237961484
74317,0.027791292334354165
74974,0.00995539793727478
75286,0.003316930549147668
75605,0.00776210804391663
75612,0.011686471620920139
75929,0.009069640412879635
76239,0.0015193637069115828
71471,0.003394945533609438
71776,0.0044656065952415995
71779,0.011686471620920139
72112,0.003835514115879496
72417,0.001007311819077137
72420,0.002657576912997701
72425,0.03374256233953496
73073,0.0009687401830900491
73393,0.006951277412528553
73714,0.004277049211774515
74337,0.03270968273054585
74347,0.003662415346520031
74354,0.01553208622498804
74666,0.0027658223023905143
74667,0.011686471620920139
74990,0.0402825660037334
75949,0.005306825366032873
75952,0.004883232750430349
71486,0.039410150068250195
71805,0.022527122798059743
71813,0.04838370296389759
72130,0.0037171118406590896
72437,0.0012572447108275204
82469,0.011686471620920139
82788,0.003499225677236208
82793,0.011686471620920139
83111,0.009797917130055261
83113,0.00416498773799382
83420,0.0194216398458002
83425,0.0031753667649558545
83428,0.011686471620920139
83433,0.0004528770159175085
83759,0.0397493383892982
84381,0.026008041958693672
84709,0.031067987154809126
85024,0.04125060187840687
85026,0.00868995602147398
85671,0.026665116889365244
35158,0.0015540540619779608
34851,0.0014353870645079066
34853,0.027684987781307825
34859,0.0020958996335187284
35162,0.003451440827021133
35165,0.011686471620920139
34865,0.0019891907952883313
34877,0.014924082929842129
34898,0.0019326854462433987
35203,0.002978536086491913
34902,0.004964931729899335
34907,0.0035623872209889864
34930,0.021782369770310707
34939,0.0034083350435858122
35249,0.01755458395727619
35561,0.003601151800070496
35568,0.011686471620920139
35572,0.0038129085905291332
35574,0.009630177263140747
35575,0.0021123769731341796
35889,0.011686471620920139
35583,0.002971680035685986
35587,0.001926700061668251
35597,0.0028245445613716
35900,0.0023782988773806985
35602,0.037529732226968884
35606,0.01906842317874114
35922,0.0013758207515952474
35936,0.00044246822886305845
41020,0.019440269493649614
41028,0.02588617284432874
41344,0.0018101977163732575
41666,0.010431799089649401
42319,0.044289459196863425
42634,0.01257961092099553
42944,0.002744383130266011
42952,0.0028250344758665555
42954,0.001438167334645045
43274,0.003600291414923855
43582,0.011686471620920139
43590,0.0034820420795044988
43594,0.0339663980024663
43909,0.023180895575274012
43917,0.0281313411909246
44561,0.0020815599002521144
45202,0.03395231010769997
45210,0.0009573501891563082
41684,0.024187249199434734
41691,0.003534709336450599
42333,0.004838495700012356
42660,0.005983720416411632
42963,0.0016160387300354446
42979,0.0014140078530628024
43287,0.0036369062495800394
44582,0.011686471620920139
45233,0.0052767359948618225
45544,0.008349147036729258
45550,0.0035207102204295087
40729,0.004651055592435977
41379,0.012798060587519016
41395,0.027983371088085206
4332,0.0027832805280885876
4346,0.005209280614684675
4044,0.05427249871204879
5031,0.016543727453345747
5033,0.0016726265517457801
5057,0.030294503852388997
4737,0.004006852148726168
5067,0.007721076254392149
4757,0.0029248784665976313
4758,0.011686471620920139
4762,0.004605989192637045
4780,0.011686471620920139
5183,0.01363040957710872
5191,0.004219859254161021
5198,0.011686471620920139
4802,0.003050275950366491
5126,0.011686471620920139
5132,0.04085457560913521
4830,0.025321136526504105
5154,0.02387553446898496
4854,0.011686471620920139
4861,0.0010029361922805798
5180,0.00798015219922125
4574,0.0029998444903944926
4896,0.0008251022241290634
4592,0.005953655664308187
4599,0.0014028363907737065
4914,0.029070299104936023
4604,0.003943439898851098
4932,0.008829993938526383
4623,0.007547166697210568
4633,0.032150950279682115
4636,0.0020019621373613553
4944,0.0018482450282021926
4949,0.012431935614650282
4644,0.011686471620920139
4977,0.00957715464351262
4674,0.011686471620920139
4986,0.008001037071023991
4683,0.0002666986760185794
4686,0.0029574355048187077
4691,0.0022666419043731695
4700,0.02650906141494081
5018,0.0026271294704558706
5341,0.034581299455877394
5646,0.04301119203821975
5647,0.011686471620920139
5649,0.002620672595702112
5661,0.0019697836793695985
5671,0.032374427474653335
5677,0.011000309906650593
5375,0.01182806277715185
5396,0.01010719505904704
5410,0.002149788692660227
5411,0.0035922030760526177
5714,0.017286497119603294
5427,0.0020877693472095274
5436,0.005245632019497315
5725,0.026876770258579524
5733,0.018573816494908687
5454,0.033343611064444605
10241,0.002015380400357734
10566,0.002889788486737998
10579,0.002232094749427832
929,0.004491775103075475
935,0.03181636274221638
1261,0.0027999110679078
951,0.00433050777109036
952,0.011686471620920139
955,0.003223489003951027
1295,0.01803690553926428
966,0.000456167214393852
974,0.004196243142596889
1305,0.00044261410828990507
995,0.035320606891201055
998,0.003022137601542635
1403,0.026009949021921518
1001,0.004048794069613482
1009,0.0016525981534116206
1338,0.02570094757760555
1029,0.011686471620920139
1053,0.0014244225435561086
1062,0.0006021740802312978
1067,0.002843242481620253
1071,0.005694145517431518
9957,0.005128085633368979
9960,0.07651457625631553
9671,0.011686471620920139
9680,0.037043334408765026
9982,0.03926008336234859
9700,0.009264695443181772
9712,0.008234811323890907
10023,0.03543119574506409
10042,0.006064147231984321
10043,0.006534120544985311
10048,0.02593339027001397
10049,0.002366218353550981
10054,0.001515301280733232
10057,0.001975152841045771
10388,0.0005428402662850335
10396,0.002459995660409659
10700,0.0027823324173305293
10716,0.011686471620920139
10418,0.005596378850323807
10730,0.03877315390645024
10733,0.003921049488137001
10429,0.032691258104645855
10844,0.002760714255766001
10856,0.003087187959850068
10448,0.0025796632144711603
10451,0.0003539503134195744
10458,0.0018023221684792018
10743,0.00033476826906825925
10753,0.0011844049203623072
10756,0.0018881506856551341
10465,0.01908584539035845
10488,0.027848644644742206
10490,0.002165900508750933
10495,0.011686471620920139
10510,0.004812717462224242
10818,0.0028271155099377585
10531,0.0027893259297877716
10823,0.001524220820781711
10544,0.05422620234348153
10553,0.0027543863938395445
31437,0.005499206381347717
31442,0.0023403460265956195
31451,0.022450468661483612
31453,0.02783400991551605
31143,0.020089397756492103
31146,0.003709449552258167
31149,0.011686471620920139
31460,0.008231884854882035
31466,0.016682706517503774
31472,0.011686471620920139
31788,0.0022519714874759435
32113,0.011686471620920139
31807,0.005787277900759843
32122,0.00342644644644923
32127,0.0028598785354165645
31820,0.003180634135879102
31832,0.011686471620920139
32267,0.0028226860161467133
31860,0.0072454064519576165
31873,0.008469488793093522
32168,0.04250412745978848
32177,0.011686471620920139
31882,0.011107785206990267
31896,0.037246182607154496
31910,0.0022409968195845143
32211,0.01577715346478351
32232,0.027660221841416893
31943,0.011686471620920139
31950,0.0030280371074885
32243,0.02400438961057339
31966,0.003985541282904788
31976,0.016309721322424826
31666,0.002151266960676767
31674,0.0014221422929367653
31989,0.02887077606016551
31990,0.005704238151660101
31991,0.003031820979116927
31997,0.0042529386364964705
31692,0.011686471620920139
31719,0.0038556304875427415
31723,0.03540403356963229
32039,0.002423659333948513
32042,0.003274060378747084
31739,0.011686471620920139
32061,0.002726413838955397
32062,0.002717680531310646
44333,0.004469943746093653
44656,0.0017766517771197806
44658,0.011098127972475233
44976,0.004787299911992798
44990,0.011686471620920139
45312,0.004299606388218136
45644,0.006651752233270368
41146,0.011686471620920139
41459,0.26388309692551853
41462,0.001467899528771022
41787,0.003102992754814308
42422,0.019467313729509907
42743,0.008463707537802657
43076,0.006639998933435297
44350,0.0010506986544595515
44353,0.002832720216488786
44356,0.0065513492530063855
25163,0.011686471620920139
25490,0.0037613961168315338
25811,0.011686471620920139
25501,0.009797917130055261
25502,0.00342936179495051
25505,0.0019415593170365403
25835,0.0004014663704486376
25966,0.0009424784301159514
25973,0.005828663411182897
25570,0.004754153113964364
25862,0.0034241835373847915
25871,0.0020112798801553214
25877,0.0024145468430618543
34738,0.0015498716494074959
34445,0.005404345925846592
34447,0.00217848219896826
34754,0.011647003596846261
34764,0.008316011293817501
34772,0.03671593667371546
34775,0.0026886540811975612
34484,0.004220312241406816
34180,0.019143446275708926
